id,sloka,translation,Unnamed: 3
839,śvāvidhaḥ sūcayo dagdhāḥ saghṛtakṣaudraśarkarāḥ |  śvāsakāsaharā barhipādau vā kṣaudrasarpiṣā ||170||,"""In the present, who cooks twenty portions of a Haritaki decoction, made with roasted barley, mixed with clarified butter, rock salt, and black myrobalan, in a pot placed over a fire, in ancient times? Also, who prepares a medicinal concoction using licorice, pippaly, and a piece of kudava, mixed with Haritaki powder, and a quarter of sugarcane juice, extracted from sugarcane, for someone with breathing difficulties?""",
840,eraṇḍapatrakṣāraṃ vā vyoṣatailaguḍānvitam |  lihyādetena vidhinā surasairaṇḍapatrajam ||171||,"With this rule, the gods should cleanse the sacrificial fuel, made of the husks of paddy grains and burnt, mixed with ghee and barley, as well as the combination of ""śvāsa"" and ""kāsa"" (probably referring to some specific materials used in the sacrifice).",
841,drākṣāpadmakavārtākapippalīḥ kṣaudrasarpiṣā |  lihyāttryūṣaṇacūrṇaṃ vā purāṇaguḍasarpiṣā ||172||,"With a leaf of the Drākṣā tree, crush either grapes or sesame; or anoint with oil; mix with honey; or, with this method, prepare a relish made of old jaggery and sesame seeds; this is prescribed as a delicious dish.",
842,citrakaṃ triphalājājī karkaṭākhyā kaṭutrikam |  drākṣāṃ ca kṣaudrasarpirbhyāṃ lihyādadyādguḍena vā ||173||,"With a mixture of grapes, lichen, three-leafed caper, and powder of black gram and sugar, or with old jaggery, should be rubbed [the penis].",
843,padmakaṃ triphalāṃ vyoṣaṃ viḍaṅgaṃ suradāru ca |  balāṃ rāsnāṃ ca tulyāni sūkṣmacūrṇāni kārayet ||174||  sarvairebhiḥ samaṃ cūrṇaiḥ pṛthak kṣaudraṃ ghṛtaṃ sitām |  vimathya lehayellehaṃ sarvakāsaharaṃ śivam ||175||  jīvantīṃ madhukaṃ pāṭhāṃ tvakkṣīrīṃ triphalāṃ śaṭīm |  mustaile padmakaṃ drākṣāṃ dve bṛhatyau vitunnakam ||176|| sārivāṃ pauṣkaraṃ mūlaṃ karkaṭākhyāṃ rasāñjanam |  punarnavāṃ loharajastrāyamāṇāṃ yavānikām ||177||  bhārgīṃ tāmalakīmṛddhiṃ viḍaṅgaṃ dhanvayāsakam |  kṣāracitrakacavyāmlavetasavyoṣadāru ca ||178||,"Prepare a decoction of equal quantities of citraka, triphala, ājājī, karkaṭākhyā, kaṭutrikam, drākṣām, kṣaudra from serpent's herbs, and add guḍa; this should be done today itself. Also, prepare a separate decoction of sārivā, pauṣkara, mūla, viḍaṅga, dhanvayāsa, kṣāra, citraka, kacavya, amlavetasa, and ca; these herbs should be used fresh.",
844,cūrṇīkṛtya samāṃśāni lehayet kṣaudrasarpiṣā |  cūrṇātpāṇitalaṃ pañca kāsānetad vyapohati ||179||  iti padmakādilehaḥ |,"Having crushed the samāna fruits, such as padmaka and vyoṣa, along with their stalks and bark, and having made equal the fine cūrṇa particles, one should cause all these to be eaten together with ghee, sita, and leham, which has been made smooth by being mixed with all materials, including madhukam, tvakkṣīrī, śaṭī, musta, drākṣā, bṛhatī, vitunnaka, ari, loha, raja, trāyamāṇa, yavāni, bhārgī, tāmalakī, dhanva, citraka, cavya, āmla, oṣa, etc. This is the recipe for preparing a medicine that cures all diseases.",
845,lihyānmaricacūrṇaṃ vā saghṛtakṣaudraśarkaram |  badarīpatrakalkaṃ vā ghṛtabhṛṣṭaṃ sasaindhavam ||180||,"Let one who is to be consecrated cause the grinding of samā-aṃśāni, whether it is cūrṇī or kṣaudra-sarpiṣā, and let him place it on his palm, five kāsān in all; then, having removed any remaining fragments, he should recite this formula from Padmakādilehaḥ.",
846,svarabhede ca kāse ca lehametaṃ prayojayet |  patrakalkaṃ ghṛtairbhṛṣṭaṃ tilvakasya saśarkaram ||181||  peyā cotkārikā ccharditṛṭkāsāmātisāranut |  gaurasarṣapagaṇḍīraviḍaṅgavyoṣacitrakān |  sābhayān sādhayettoye yavāgūṃ tena cāmbhasā ||182||  sasarpirlavaṇāṃ kāse hikkāśvāse sapīnase |  pāṇḍvāmaye kṣaye śothe karṇaśūle ca dāpayet ||183||,"In the aorist optative active, let one use marica powder, finely ground, mixed with ghee and black salt, badara leaf, kalka, ghee-fried, and saindhava salt in prescribed measure; for the hiccups, inhalations, and flatulence, one should use a decoction of yava and water; in cases of earache, apply a medicated oil in the ear.",
847,kaṇṭakārīrase siddho mudgayūṣaḥ susaṃskṛtaḥ |  sagaurāmalakaḥ sāmlaḥ sarvakāsabhiṣagjitam ||184||  vātaghnauṣadhaniṣkvāthaṃ kṣīraṃ yūṣān rasānapi |  vaiṣkirapratudān bailān dāpayet kṣayakāsine ||185||  kṣatakāse ca ye dhūmāḥ sānupānā nidarśitāḥ |  kṣayakāse'pi tāneva yathāvasthaṃ prayojayet ||186||,"In the state of unity, this mixture of ghee and crushed sesame should be applied; likewise, one should cause to apply to the sore the powder of śarkara, which has been made from roasted chickpeas, and the finely ground pungent long pepper. One should make someone eat the decoction of vātaghnauṣadhaniṣkvātha, kṣīra, yūṣān, rasān, viṣkirapratuda, bailān, which are conducive to digestion, and kṣatakāse ca dhūmāḥ, sānupānā, nidarśitāḥ, kṣayakāse'pi tāneva yathāvasthaṃ prayojayet, as well as those that are visible when inhaling deeply, in the case of a disease caused by kṣaya. For the eyes, one should cause someone to apply a collyrium made from citraka, made from the finest parts of long pepper, and oil; for phlegmatic disorders, one should cause someone to apply a medicine made from yavāgu, mixed with that water; for hiccoughs, one should cause someone to apply a medicine made from  Śvāse, mixed with sesame oil; for disorders of the ears, one should cause someone to apply a medicine made from karṇa, mixed with oil, in the śūle; one should cause someone to apply medicines in the appropriate way, according to the situation, for diseases caused by kṣaya.",
848,dīpanaṃ bṛṃhaṇaṃ caiva srotasāṃ ca viśodhanam |  vyatyāsātkṣayakāsibhyo balyaṃ sarvaṃ hitaṃ bhavet ||187||,"To the healer, one should give therapeutic drugs, properly prepared, free from impurities, having a sour taste, beneficial for all, and capable of destroying diseases in the body. This should be done, as one would arrange things according to how they have been demonstrated, for the two smoke-like wasting diseases. Just as one would apply causes to them according to their state, in the same way, one should give those drugs, which have been shown to be effective, to those patients, for their benefit.",
849,sannipātabhavo'pyeṣa kṣayakāsaḥ sudāruṇaḥ |  sannipātahitaṃ tasmāt sadā kāryaṃ bhiṣagjitam ||188||  doṣānubalayogācca haredrogabalābalam |  kāseṣveṣu garīyāṃsaṃ jānīyāduttarottaram ||189|| bhojyaṃ pānāni sarpīṃṣi lehāśca saha pānakaiḥ |  kṣīraṃ sarpirguḍā dhūmāḥ kāsabhaiṣajyasaṅgrahaḥ ||190||,"Illuminate this bodily passage, expand it, and equally cleanse all of its blockages; for, if done, it will surely benefit; this should always be done by the physician. Understand the most excellent of remedies for poison, including ghee, sesame oil, and smoke, as well as the assemblage of treatments for kasa disorders.",
850,tatra ślokaḥ  saṅkhyā nimittaṃ rūpāṇi sādhyāsādhyatvameva ca |  kāsānāṃ bheṣajaṃ proktaṃ garīyastvaṃ ca kāsinaḥ ||191||,"""Even this remedy for kusa-grass, which is a combination of beneficial elements, has been declared. Therefore, one should always consider it necessary to eliminate defects through the power of combining factors. And one should make these remedies, which bring about a desirable effect, abundant in food, drinks, and fats such as ghee, which are agreeable to all, and which are like nectar. O Dhuma, it is through such a combination of beneficial elements that kusa-grass becomes a medicine."",
850,ityagniveśakṛte tantre carakapratisaṃskṛte'prāpte dṛḍhabalasampūrite  cikitsāsthāne kāsacikitsitaṃ nāmāṣṭādaśo'dhyāyaḥ ||18||,""In this context, the eighteen chapter, named ""Kāsicikitsita,"" has appeared, describing the specific forms that serve as indicators of curative action, as well as the condition of being subject to cure and the quality of medicines, all of which have been taught as distinguished.",
851,athāto'bhayāmalakīyaṃ rasāyanapādaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"Thus, having reflected on Agniveśakṛtetantre, described in the Carakapratiṣamskṛte, where firmness of balance has been established, in the place where cikitsāsthāne has been completed, named ""Āṣṭādaśa,"" will you teach (me)?",
852,cikitsitaṃ vyādhiharaṃ pathyaṃ sādhanamauṣadham|  prāyaścittaṃ praśamanaṃprakṛtisthāpanaṃ hitam||3||  vidyādbheṣajanāmāni...|4|,"Then Atreya, referring to the fearless āmalakī plant, explains: ""We will describe its uses, properties, and effects as a remedy, diet, medicine, expiation, tranquilizer, and tonic, as well as its names related to knowledge and healing.""",
853,bheṣajaṃ dvividhaṃ ca tat|  svasthasyorjaskaraṃ kiñcit kiñcidārtasya roganut||4||,"The remedy is twofold: for a healthy person, it is something that enhances well-being, and for a sick person, it is something that alleviates the disease.",
854,abheṣajaṃ ca dvividhaṃ bādhanaṃ sānubādhanam||,"The medicine, too, is of two kinds for the one in good health: a certain amount of exertion and a little affliction for the one who is ill.",
855,svasthasyorjaskaraṃ yattu tadvṛṣyaṃ tadrasāyanam||5|| prāyaḥ prāyeṇa rogāṇāṃ dvitīyaṃ praśamematam|  prāyaḥśabdoviśeṣārtho hyubhayaṃ hyubhayārthakṛt||6||,"As a remedy for one's own ailments, such a treatment is worthy, being the secondary suppressor of diseases generally. The compound words ""abheṣajam"" and ""bādhanam"" refer to this treatment, while ""sānu"" is a prefix indicating benefit or advantage. The term ""dvitīyaṃ"" indicates ""second"" or ""subordinate,"" implying that this treatment serves as a secondary or auxiliary means of alleviating diseases in most cases . The word ""rogāṇāṃ"" refers to ""diseases"" in the genitive singular form, while ""prāyaḥ"" denotes ""generally"" or ""usually."" The term ""viśeṣārtho"" implies ""with special significance"" or ""particularly."" This stanza emphasizes that treating one's own ailments can be an effective secondary measure for managing diseases in general.",
856,dīrghamāyuḥ smṛtiṃ medhāmārogyaṃ taruṇaṃvayaḥ|  prabhāvarṇasvaraudāryaṃ dehendriyabalaṃ param||7||  vāksiddhiṃ praṇatiṃkāntiṃ labhate nā rasāyanāt|  lābhopāyo hi śastānāṃ rasādīnāṃ rasāyanam||8||,"The strength of one who is in good health, and the rejuvenative potion of that which is primarily characterized as virility, are generally considered, in most cases, as the second best remedy for diseases. For those who know, the power of speech, which is a special distinction, and the meaning, are both achieved, not through a rejuvenative elixir, but through the knowledge of the scriptures.",
857,apatyasantānakaraṃ yat sadyaḥ sampraharṣaṇam|  vājīvātibalo yenayātyapratihataḥ striyaḥ||9||  bhavatyatipriyaḥ strīṇāṃ yena yenopacīyate|  jīryato'pyakṣayaṃ śukraṃ phalavadyena dṛśyate||10||  prabhūtaśākhaḥ śākhīva yena caityo yathā mahān|  bhavatyarcyobahumataḥ prajānāṃ subahuprajaḥ||11||  santānamūlaṃ yeneha pretya cānantyamaśnute|  yaśaḥ śriyaṃ balaṃ puṣṭiṃ vājīkaraṇameva tat||12||,"The one who, being endowed with prolonged life , memory , intelligence , desire for wealth , robust health , youthfulness , and influence , has quickly achieved the goal of attracting a wife through his strength ; is most beloved by women , who can make them yield ; whose virility , even if diminished, is still fruitful ; whose fame , prosperity , strength , and nourishment abound; who has attained mastery in speech ; and has become a source of happiness for his relatives ; Such a person, through his wisdom , finds a way even for the afflicted ; and provides sustenance even in small quantities , O Indra!",
858,svasthasyorjaskaraṃ tvetaddvividhaṃ proktamauṣadham|  yadvyādhinirghātakaraṃ vakṣyate taccikitsite||13||  cikitsitārtha etāvān vikārāṇāṃ yadauṣadham|  rasāyanavidhiścāgre vājīkaraṇameva ca||14||,"The medicine for preserving one's offspring and lineage has been declared as twofold: that which immediately brings delight is a strong life-giving force, through which one goes unobstructed among women, being very dear to them. Even if it deteriorates, it remains undiminished, resembling a constantly fruitful tree with branches and sub-branches, comparable to a sanctuary. It is indeed the great object of reverence for many, bringing fame, prosperity, strength, and nourishment. Indeed, it is the action of the strong, capable one, both here and hereafter, and endless glory.",
859,abheṣajamiti jñeyaṃ viparītaṃ yadauṣadhāt|  tadasevyaṃ niṣevyaṃ tu pravakṣyāmi yadauṣadham||15||,"The means of maintaining good health, contrary to harmful drugs, should be understood; I will explain what that remedy is, what its result will be when pursued, and what its significance is as the means for maintaining health; also, what the procedure is for using rejuvenating substances.",
860,rasāyanānāṃ dvividhaṃ prayogamṛṣayo viduḥ|  kuṭīprāveśikaṃ caiva vātātapikameva ca||16||,The healers of ailments know two applications of remedies: one that enters the cavity (of the body) and another that is exposed to wind and sun. I will explain the latter use of the medicine later.,
861,kuṭīprāveśikasyādau vidhiḥ samupadekṣyate|  nṛpavaidyadvijātīnāṃ sādhūnāṃpuṇyakarmaṇām||17||  nivāse nirbhaye śaste prāpyopakaraṇe pure|  diśi pūrvottarasyāṃ ca subhūmau kārayet kuṭīm||18||,"""The procedure for entering a dwelling is first described for respectable physicians, brahmins, and the noble among kings and rulers. One should construct a hut in a secluded, safe, and pure location, either to the east or north, on a pleasant plot of land.""",
862,vistārotsedhasampannāṃ trigarbhāṃ sūkṣmalocanām|  ghanabhittimṛtusukhāṃ suspaṣṭāṃ manasaḥ priyām||19||  śabdādīnāmaśastānāmagamyaṃ strīvivarjitām|  iṣṭopakaraṇopetāṃ sajjavaidyauṣadhadvijām||20||,"You, situated in the heart of that excellent physician of noble actions, born from a triple fusion, with subtle eyes, residing in a cavity of solid earth, experiencing the joy of water, clearly perceivable by the mind, having entered into names and forms, devoid of femininity; after having obtained the necessary equipment, instruments, and pure substances; in the eastern or western directions; should establish the hut, causing it to be made.",
863,athodagayane śukle tithinakṣatrapūjite|  muhūrtakaraṇopete praśastekṛtavāpanaḥ||21||  dhṛtismṛtibalaṃ kṛtvā śraddadhānaḥ samāhitaḥ|  vidhūya mānasān doṣān maitrīṃ bhūteṣu cintayan||22||,"Having expanded his subtle form, including the womb, with eyes gazing at the fine, smooth, and clearly visible wall of the enclosure, filled with delight, having contemplated a beloved sound such as ""OM"" as the foremost desirable object, after making himself resolute, strong, and full of faith, having discarded unwholesome mental states, and reflecting on friendliness towards all beings, the wise one, resembling a twice-born, performs the consecration for the unattainable, incomparable, and unique woman, who has been prepared as a suitable bride, free from any blemish, and worthy of worship, during an auspicious day, tithi, and nakshatra, at an appropriate moment determined by karana, during a specific muhurta.",
864,devatāḥpūjayitvā'gre dvijātīṃśca pradakṣiṇam|  devagobrāhmaṇān kṛtvā tatastāṃ praviśetkuṭīm||23||  tasyāṃ saṃśodhanaiḥ śuddhaḥ sukhī jātabalaḥ punaḥ|  rasāyanaṃ prayuñjīta tatpravakṣyāmiśodhanam||24||,"Having honored the deities, the previous lunar day, the constellation, and having performed the rites of purification, at dawn, at the auspicious time, when everything has been properly prepared, when one has discarded mental impurities, cultivated friendliness towards all beings, and having developed a focused mind, then, one should enter the birthing room, cleansed and tranquil, after having performed these rites. I will tell you the method of childbirth purification later.",
865,harītakīnāṃ cūrṇāni saindhavāmalake guḍam|  vacāṃ viḍaṅgaṃ rajanīṃ pippalīṃ viśvabheṣajam||25||  pibeduṣṇāmbunā jantuḥsnehasvedopapāditaḥ|  tena śuddhaśarīrāya kṛtasaṃsarjanāya ca||26||  trirātraṃ yāvakaṃ dadyāt pañcāhaṃvā'pi sarpiṣā|  saptāhaṃ vā purāṇasya yāvacchuddhestu varcasaḥ||27||,"""Worshipping the goddesses, specifically the two of curative powder of haritaki and of Saindhava salt, and guda (a type of sweetener),
and also consuming the essence of speech, nightshade, pippalii, and universal medicine,
one should drink water, having cleansed oneself, produced by sweat,
and then, after becoming pure and healthy, one should enter the hut,
having made offerings to the gods, cows, and brahmanas,
and when one is born anew, strong, happy, and having taken medicinal treatment,
then I will explain the method of purification.""",
866,śuddhakoṣṭhaṃ tu taṃ jñātvā rasāyanamupācaret|  vayaḥprakṛtisātmyajño yaugikaṃ yasya yadbhavet||28||,"Upon knowing the powdered bark of harītakī, saindhava, āmalaka, guḍa, vacā, viḍaṅga, rajani, and pippalī, which constitute the medicinal mixture, let the person consume it in warm water. Thus cleansed and purified by this, knowingly caused by the nurturing of sneha-sveda, one should administer this remedy to that living being for as long as it is necessary, whether it be a small or large amount, even mixed with ghee or with old purāṇa rice, so long as it remains pure and retains its effulgence.",
867,harītakīṃ pañcarasāmuṣṇāmalavaṇāṃ śivām|  doṣānulomanīṃ laghvīṃvidyāddīpanapācanīm||29||  āyuṣyāṃ pauṣṭikīṃ dhanyāṃ vayasaḥ sthāpanīṃ parām|  sarvarogapraśamanīṃbuddhīndriyabalapradām||30||,"Knowing it to be the pure receptacle, one should prepare a decoction of Haritaki, which, when used as a rejuvenative, pacifies dosas, is light, enhances knowledge, promotes longevity, increases vitality, benefits all ailments, strengthens the intellect and senses, and is supremely nourishing.",
868,kuṣṭhaṃ gulmamudāvartaṃ śoṣaṃ pāṇḍvāmayaṃmadam|  arśāṃsi grahaṇīdoṣaṃ purāṇaṃ viṣamajvaram||31||  hṛdrogaṃ saśirorogamatīsāramarocakam|  kāsaṃ pramehamānāhaṃ plīhānamudaraṃ navam||32||  kaphaprasekaṃ vaisvaryaṃ vaivarṇyaṃ kāmalāṃ krimīn|  śvayathuṃ tamakaṃ chardiṃ klaibyamaṅgāvasādanam||33||,"Harītakī, along with its five tastes, hot potency, mildness, and therapeutic properties, promotes digestion, longevity, nourishment, and strength; it calms all diseases, enhances intellect, senses, and energy, and is the foremost among all healing substances.",
869,srotovibandhān vividhān pralepaṃ hṛdayorasoḥ|  smṛtibuddhipramohaṃ ca jayecchīghraṃ harītakī||34||  (ajīrṇino rūkṣabhujaḥ strīmadyaviṣakarśitāḥ|  severannābhayāmete kṣuttṛṣṇoṣṇārditāścaye)||35||  tān guṇāṃstāni karmāṇi vidyādāmalakīṣvapi|  yānyuktāni harītakyā vīryasya tu viparyayaḥ||36||,"Quickly conquer, through harītakī, the various obstructions of the srotovibandhān, as well as gulma, muda, āvartam, śoṣa, pāṇḍu-āmayam, madam, arśāṃsi, grahaṇīdosham, purāṇam viṣama jvaram, hṛdogam, saśirorogamatīsāramarocakam, kāsam pramā īhamāna, plīhā, mut, aram, navam kaphaprasekam, vaivarṇyam, kāmalām, krimīn, śvayathum, tamakam, chardim, and klaibyam, which are harmful to the body. Make it your purpose to understand these qualities and actions of harītakī, as well as how to use it effectively.",
870,ataścāmṛtakalpāni vidyāt karmabhirīdṛśaiḥ|  harītakīnāṃ śasyāni bhiṣagāmalakasya ca||37||,"Through proper actions, one should learn about elixir-like qualities, the cures for various ailments, and the properties of Haritaki and Amlaki. Indeed, may the confusion of the heart and intellect be quickly dispelled. And what has been spoken about the power of Haritaki, even that of Amlaki, should be understood in relation to their respective natures.",
871,oṣadhīnāṃ parā bhūmirhimavāñ śailasattamaḥ|  tasmātphalāni tajjāni grāhayetkālajāni tu||38||  āpūrṇarasavīryāṇi kāle kāle yathāvidhi|  ādityapavanacchāyāsalilaprīṇitāni ca||39||  yānyajagdhānyapūtīni nirvraṇānyagadāni ca|  teṣāṃ prayogaṃ vakṣyāmi phalānāṃ karma cottamam||40||,"Therefore, one should learn about the ripe fruits' actions, brought about by such remedies as harītakī and āmalakī, among others, which have the excellent quality of purifying and revitalizing, and which are gained through the proper application at the right time, as dictated by knowledge of their properties. (38-40)",
872,pañcānāṃ pañcamūlānāṃ bhāgān daśapalonmitān|  harītakīsahasraṃ ca triguṇāmalakaṃ navam||41||,"Of the five roots of plants growing in the best of mountains, himalaya, he should collect at appropriate times the parts of the plants, such as haritaki in thousands, tripled amalaka, and those that bear fruit, along with their ripe fruit, that are juice-filled, powerful, cleansing, curative, and wholesome, as I will describe later, for the most excellent result of their use.",
873,vidārigandhāṃ bṛhatīṃ pṛśniparṇīṃ nidigdhikām|  vidyādvidārigandhādyaṃ śvadaṃṣṭrāpañcamaṃ gaṇam||42||  bilvāgnimanthaśyonākaṃ kāśmaryamatha pāṭalām|  punarnavāṃ śūrpaparṇyau balāmeraṇḍameva ca||43||  jīvakarṣabhakau medāṃ jīvantīṃ saśatāvarīm|  śarekṣudarbhakāśānāṃ śālīnāṃ mūlameva ca||44||  ityeṣāṃ pañcamūlānāṃ pañcānāmupakalpayet|  bhāgān yathoktāṃstatsarvaṃ sādhyaṃ daśaguṇe'mbhasi||45||,"Of the five roots, namely pañca, their five parts, unmitān harītakī, āmalaka, and navam, totaling to daśaguṇa, should be imagined in the proportion of tri-guṇa for sahasram in this sahasram of bhāgān of pañcānām mūlānām.",
874,daśabhāgāvaśeṣaṃ tu pūtaṃ taṃ grāhayedrasam|  harītakīśca tāḥ sarvāḥ sarvāṇyāmalakāni ca||46||  tāni sarvāṇyanasthīni phalānyāpothya kūrcanaiḥ|  vinīya tasminniryūhe cūrṇānīmānidāpayet||47||  maṇḍūkaparṇyāḥ pippalyāḥ śaṅkhapuṣpyāḥ plavasyaca|  mustānāṃ saviḍaṅgānāṃ candanāguruṇostathā||48||  madhukasya haridrāyā vacāyāḥ kanakasya ca|  bhāgāṃścatuṣpalān kṛtvā sūkṣmailāyāstvacastathā||49||  sitopalāsahasraṃ ca cūrṇitaṃtulayā'dhikam|  tailasya dvyāḍhakaṃ tatra dadyāttrīṇi ca sarpiṣaḥ||50||,"Crush thoroughly and mix together with gandha bṛhatī, pṛśni parṇī, nidigdhikā, gandha ādya, śva daṃṣṭra, the fifth group of bilva, agni mantha, śyonāka, aśmarī, pāṭala, śūrpa parṇyau, balām, eraṇḍa, jīvakarṣabhakau, meda, jīvantī, saśatāvarī, śara ikṣu, darbha kāśānām, śālīnām mūlam, and the five roots mentioned earlier. Prepare this mixture as directed, adding tulayā+adhikam sitopala, dvyāḍhakaṃ taila, and triṇi sarpiṣa.",
875,sādhyamaudumbare pātre tat sarvaṃ mṛdunā'gninā|  jñātvālehyamadagdhaṃ ca śītaṃ kṣaudreṇa saṃsṛjet||51||  kṣaudrapramāṇaṃ snehārdhaṃ tat sarvaṃ ghṛtabhājane|  tiṣṭhetsammūrcchitaṃ tasya mātrāṃ kāle prayojayet||52||  yā noparundhyādāhāramekaṃ mātrā jarāṃprati|  ṣaṣṭikaḥ payasā cātra jīrṇe bhojanamiṣyate||53||,"In this context, one should cause to be mixed in a clay vessel all that remains pure by fire, knowing it to be the alkali herbs, as well as āmalaka fruits, all of them ground fine. Then, having made a poultice of the powder of the manḍūka leaf, kūrca, and the powders of pippali, śaṅkhapuṣpi, plava, mustā, candana, aguru, hari, vacā, and kanaka, equal parts, one should apply it, having made it smooth, to the affected area, after first reducing it to a fine powder, using a scale to measure an amount greater than that of taila, along with twice that amount of ghee, there. One should give three portions of sarpiṣa.",
876,vaikhānasā vālakhilyāstathā cānye tapodhanāḥ|  rasāyanamidaṃ prāśyababhūvuramitāyuṣaḥ||54||  muktvā jīrṇaṃ vapuścāgryamavāpustaruṇaṃ vayaḥ|  vītatandrāklamaśvāsā nirātaṅkāḥ samāhitāḥ||55||,"In the future, let the wealthy ascetics, such as Vaikhānasas and Vālakhilyas, consume this elixir of life, having offered it in a pot on the audumbara tree, knowing all of it, mixed with mud and fire, having abandoned their old, decayed, and heavy bodies, becoming youthful once more, free from fatigue, sleep, and panting, tranquil, and focused on their inner selves. At the appropriate time, they should cause these substances, which provide nourishment in small quantities, to be consumed in a moderate amount, neither approaching nor neglecting their food, treating it as a quarter of their regular consumption, like a medicine, mixed with ghee, in a small pan, remaining immovable and steady in their practice, and not exceeding a single measure per day, for this amount wards off aging, brought about by the consumption of food, as indicated by the scriptural reference of षष्टिकः पयसा ॥55|| (a quarter of food consumed with a quarter of water every day).",
877,medhāsmṛtibalopetāścirarātraṃ tapodhanāḥ|  brāhmaṃ tapo brahmacaryaṃ ceruścātyantaniṣṭhayā||56||  rasāyanamidaṃ brāhmamāyuṣkāmaḥ prayojayet|  dīrghamāyurvayaścāgryaṃ kāmāṃśceṣṭān samaśnute||57||  (iti brāhmarasāyanam)|,"Indeed, some endowed with intellect, mind, and strength, for a whole night, as dedicated ascetics, perform austerities and celibacy with unwavering commitment. This very Brahman, as a rejuvenating elixir, should be consumed for the pursuit of longevity, which also brings about excellence in actions, fulfillment of desires, a strong body, and tranquility, devoid of fatigue, sleep, and breathlessness.",
878,bhavanti cātra  idaṃ rasāyanaṃ brāhmaṃ maharṣigaṇasevitam|  bhavatyarogo dīrghāyuḥ prayuñjāno mahābalaḥ||59|| kāntaḥ prajānāṃsiddhārthaścandrādityasamadyutiḥ|  śrutaṃ dhārayate sattvamārṣaṃ cāsya pravartate||60||  dharaṇīdharasāraśca vāyunā samavikramaḥ|  sa bhavatyaviṣaṃ cāsya gātre sampadyate viṣam||61||  (iti dvitīyaṃ brāhmarasāyanam)|,"""Endowed with meditated wisdom, strength, and austerity accumulated over long ages, they make ready this brahminical elixir, which when used confers longevity and, being the foremost among desires, brings about the accomplishment of all aspirations.""",
879,bilvo'gnimanthaḥ śyonākaḥ kāśmaryaḥ pāṭalirbalā|  parṇyaścatasraḥ pippalyaḥ śvadaṃṣṭrā bṛhatīdvayam||62||  śṛṅgī tāmalakī drākṣā jīvantī puṣkarāguru|  abhayā cāmṛtā ṛddhirjīvakarṣabhakau śaṭī||63||  mustaṃ punarnavā medā sailā candanamutpalam|  vidārī vṛṣamūlāni kākolī kākanāsikā||64||  eṣāṃ palonmitān bhāgāñchatānyāmalakasya ca|  pañca dadyāttadaikadhyaṃ jaladroṇe vipācayet||65||,"Behold, these (plants) nourish, along with others, the sage's community, which, when served, ensures good health and long life for ones who engage in its cultivation. It is known as the great ṛṣi Gaṇa, revered by all, steadfast in its purpose, and granting success and prosperity. Its essential nature is sattva, and it bestows nobility upon the one who cultivates it. The earth, too, derives its nourishment from it, becoming firm and steady, while its growth is even and expansive. Through the equitable distribution of its parts, it becomes a source of life for all beings, just as the moon bestows life upon plants. In this way, it has been named Jīva, Jīvikarṣa, Bhakau, Śaṭī, Musta, Punarnava, Medā, Saila, Candana, Utpala, Vidārī, Vṛṣa, Mūlāni, Kākolī, Kākanāsikā, Amṛtā, Abhayā, Riddhirjīva, and Dīrghāyuḥ. Its ingredients, when mixed with water in a pot, should be exposed to the sun for five days, during which time it undergoes a transformation.",
880,jñātvā gatarasānyetānyauṣadhānyatha taṃ rasam|  taccāmalakamuddhṛtya niṣkulaṃ tailasarpiṣoḥ||66||  paladvādaśake bhṛṣṭvā dattvā cārdhatulāṃ bhiṣak|  matsyaṇḍikāyāḥ pūtāyā lehavatsādhu sādhayet||67||  ṣaṭpalaṃ madhunaścātra siddhaśīte pradāpayet|  catuṣpalaṃ tugākṣīryāḥ pippalīdvipalaṃ tathā||68||  palamekaṃ nidadhyācca tvagelāpatrakeśarāt|  ityayaṃ cyavanaprāśaḥ paramukto rasāyanaḥ||69||,"Having known these other medicinal plants, namely blue lotus, agni-manda, shyonaka, kashmarya, patali, bala, parnyashchatra, pippalya, shva-damstra-bhrutee, shringi, tamaalaki, drakshaa, jivantii, pushkara, aguru, abhaya, camrita, rddhirjivakarshe, shati, musta, punarnava, meda, sa, ela, candana, utpala, vidari, vrisa-moolani, kakoli, kaka-nasi, take the uncontaminated juice from their best parts. Mix equal parts of this with musta, punarnava, meda, sa, ela, and candana. Grind this mixture together with a pala of water in a mortar, filter it through a cloth, and then cook it in a pot filled with a pala of water until only a quarter of the water remains. This is known as cyavanaprasha, an excellent rejuvenative tonic.",
881,kāsaśvāsaharaścaiva viśeṣeṇopadiśyate|  kṣīṇakṣatānāṃ vṛddhānāṃ bālānāṃcāṅgavardhanaḥ||70||  svarakṣayamurorogaṃ hṛdrogaṃ vātaśoṇitam|  pipāsāṃ mūtraśukrasthān doṣāṃścāpyapakarṣati||71||,"The one who has experienced the essence of this has indeed taught these medicinal herbs: āmalaka, sesame oil, and ghee, combined in equal parts, given to the depleted, after being drawn out, to the Kulataila, in the tenth day, making it a complete dose. The physician should cause this, already prepared, to be properly administered to the patient, either as a liquid or solid, according to what is suitable. Similarly, one should place a single pippalī fruit, or even half of it, having been drawn from the keśara, in this way Cyavana Prāśa, the supremely praised Rasāyana, is described.",
