id,sloka,translation,Unnamed: 3
833,kṣatakāsābhibhūtānāṃ vṛttiḥ syāt pittakāsikī |  kṣīrasarpirmadhuprāyā saṃsarge tu viśeṣaṇam ||138||  vātapittārdite'bhyaṅgo gātrabhede ghṛtairhitaḥ |  tailairmārutarogaghnaiḥ pīḍyamāne ca vāyunā ||139||  hṛtpārśvārtiṣu pānaṃ syājjīvanīyasya sarpiṣaḥ |  sadāhaṃ kāsino raktaṃ ṣṭhīvataḥ sabale'nale ||140||  māṃsocitebhyaḥ kṣāmebhyo lāvādīnāṃ rasā hitāḥ |  tṛṣṇārtānāṃ payaśchāgaṃ śaramūlādibhiḥ śṛtam ||141||  rakte srotobhya āsyādvā'pyāgate kṣīrajaṃ ghṛtam |  nasyaṃ pānaṃ yavāgūrvā śrānte kṣāme hatānale ||142||  stambhāyāmeṣu mahatīṃ mātrāṃ vā sarpiṣaḥ pibet |  kuryādvā vātarogaghnaṃ pittaraktāvirodhi yat ||143||  nivṛtte kṣatadoṣe tu kaphe vṛddha uraḥ kṣate |  dālyate kāsino yasya sa dhūmānnā pibedimān ||144||  dve mede madhukaṃ dve ca bale taiḥ kṣaumalaktakaiḥ |  vartitairdhūmamāpīya jīvanīyaghṛtaṃ pibet ||145||  manaḥśilāpalāśājagandhātvakkṣīrināgaraiḥ |  bhāvayitvā pibet kṣaumamanu cekṣuguḍodakam ||146||  piṣṭvā manaḥśilāṃ tulyāmārdrayā vaṭaśuṅgayā |  sasarpiṣkaṃ pibeddhūmaṃ tittiripratibhojanam ||147||  bhāvitaṃ jīvanīyairvā kuliṅgāṇḍarasāyutaiḥ |  kṣaumaṃ dhūmaṃ pibet kṣīraṃ śṛtaṃ cāyoguḍairanu ||148||  iti kṣatajakāsacikitsā |,"By determining the appropriate and timely treatment, one should overcome injury-inflicted ailments with sweet and life-sustaining substances such as sugar, meat that strengthens muscles, long pepper, honey, rice, barley, wheat, munakka, green gram, Phyllanthus emblica (amalaki) oil, and ghee prepared from cow's milk. These should be properly cooked over moderate heat and combined with rock salt. This treatment is applicable for kṣatajā, which aids in alleviating cough, consumption, debility, and other respiratory issues.",
834,sampūrṇarūpaṃ kṣayajaṃ durbalasya vivarjayet |  navotthitaṃ balavataḥ pratyākhyāyācaret kriyām ||149||  tasmai bṛṃhaṇamevādau kuryādagneśca dīpanam |  bahudoṣāya sasnehaṃ mṛdu dadyādvirecanam ||150||  śampākena trivṛtayā mṛdvīkārasayuktayā |  tilvakasya kaṣāyeṇa vidārīsvarasena ca ||151||  sarpiḥ siddhaṃ pibedyuktyā kṣīṇadeho viśodhanam |  (hitaṃ taddehabalayorasya saṃrakṣaṇaṃ matam ) ||152||  pitte kaphe ca saṅkṣīṇe parikṣīṇeṣu dhātuṣu |  ghṛtaṃ karkaṭakīkṣīradvibalāsādhitaṃ pibet ||153||  vidārībhiḥ kadambairvā tālasasyaistathā śṛtam |  ghṛtaṃ payaśca mūtrasya vaivarṇye kṛcchranirgame ||154||  śūne savedane meḍhre pāyau saśroṇivaṅkṣaṇe |  ghṛtamaṇḍena madhunā'nuvāsyo miśrakeṇa vā ||155||  jāṅgalaiḥ pratibhuktasya vartakādyā bileśayāḥ |  kramaśaḥ prasahāścaiva prayojyāḥ piśitāśinaḥ ||156||  auṣṇyāt pramāthibhāvācca srotobhyaścyāvayanti te |  kaphaṃ śuddhaiśca taiḥ puṣṭiṃ kuryātsamyagvahanrasaḥ ||157||,"The nourishment suitable for various bodily constituents should be chosen according to their specific qualities. For those weakened by a vata disorder, ghee is recommended; for those afflicted by a pitta disorder, buttermilk is advised; for those suffering from a kapha disorder, honey should be consumed. In case of a mixture of doshas or heart pain, always opt for ghee. In case of diarrhea, drink hot water; if constipated, consume buttermilk; and if there are obstructions in the digestive tract, consume cow's urine mixed with honey. For bleeding disorders, use a concoction made from sendana, madhuka, and kulattha. In case of poisoning or alcohol intoxication, mix together equal parts of powdered barley, candy sugar, and water. For mental disorders, consume dhūmra prepared with bala, tila, and vasa. Consume ghee in large quantities when there is excessive thirst or when the doshas are aggravated due to seasonal changes. Use honey in small quantities for nourishing the body. In case of intoxication caused by consumption of fish, meat, or alcohol, consume a mixture of kulinga andanda with kshudra patra. For diseases caused by an excess of bile, use a mixture of madana, tila, and triphala. Use castor oil for constipation and to alleviate vata disorders. In case of poisoning, consume a mixture of haritala, yavakshara, and gomutra. For skin diseases, consume a mixture made from the bark of madhuka tree with honey and water. These are some of the therapeutic uses of various food items and drinks according to Ayurvedic principles.",
835,dvipañcamūlītriphalācavikābhārgicitrakaiḥ |  kulatthapippalīmūlapāṭhākolayavairjale ||158||  śṛtairnāgaraduḥsparśāpippalīśaṭipauṣkaraiḥ |  kalkaiḥ karkaṭaśṛṅgyā ca samaiḥ sarpirvipācayet ||159|| siddhai'smiṃścūrṇitau kṣārau dvau pañca lavaṇāni ca |  dattvā yuktyā pibenmātrāṃ kṣayakāsanipīḍitaḥ ||160||  iti dvipañcamūlādighṛtam |,"With a form perfected by abandoning the decay of the weak and adopting the strength of the newly arisen, one should perform actions for one's own benefit. First, make Agni bright and eliminate excess flaws gently. When the six tastes, along with the two salts, have been reduced through a mixture with the powder of sesame seeds, kidney beans juice, rice cakes, karkataki fruit, and milk, and then consumed with the fibers of kidney beans or belleric myrobalan, only then should one consume food. After eating, excrement becomes solidified, urine acquires a yellowish tint, and flatulence occurs, indicating that the digestion process has begun. As the digested food moves through the intestines, it stimulates the srotas, causing Kapha to be expelled through sweating, which purifies the doshas and leads to proper nourishment.",
836,guḍūcīṃ pippalīṃ mūrvāṃ haridrāṃ śreyasīṃ vacām |  nidigdhikāṃ kāsamardaṃ pāṭhāṃ citrakanāgaram ||161||  jale caturguṇe paktvā pādaśeṣeṇa tatsamam |  siddhaṃ sarpiḥ pibedgulmaśvāsārtikṣayakāsanut ||162||  iti guḍūcyādighṛtam |,Take equal parts of,
837,kāsamardābhayāmustapāṭhākaṭphalanāgaraiḥ |  pippalīkaṭukādrākṣākāśmaryasurasaistathā ||163||  akṣamātrairghṛtaprasthaṃ kṣīradrākṣārasāḍhake |  pacecchoṣajvaraplīhasarvakāsaharaṃ śivam ||164||  dhātrīphalaiḥ kṣīrasiddhaiḥ sarpirvā'pyavacūrṇitam |  dviguṇe dāḍimarase vipakvaṃ vyoṣasaṃyutam ||165||  pibedupari bhaktasya yavakṣāraghṛtaṃ naraḥ |  pippalīguḍasiddhaṃ vā cchāgakṣīrayutaṃ ghṛtam ||166||  etānyagnivivṛddhyarthaṃ sarpīṃṣi kṣayakāsinām |  syurdoṣabaddhakoṣṭhoraḥsrotasāṃ ca viśuddhaye ||167||,"In a water-filled container, combine a mixture of Guḍūcī, Pippalī, Mūrvā, Haridrā, Śreyasī, Vacā, and Nidigdhikā, first filtered through a cloth, then cooked well and blended with Siddha milk from a cow that exclusively consumes Kāsa grass. This concoction, when consumed, helps alleviate the eight types of Kṣaya and disorders of the throat and chest. Featuring Guḍūcī as the primary ingredient, this mixture aids digestion, reduces bloating, and promotes longevity.",
838,harītakīryavakvāthadvyāḍhake viṃśatiṃ pacet |  svinnā mṛditvā tāstasmin purāṇaṃ guḍaṣaṭpalam ||168||  dadyānmanaḥśilākarṣaṃ karṣārdhaṃ ca rasāñjanāt |  kuḍavārdhaṃ ca pippalyāḥ sa lehaḥ śvāsakāsanut ||169||  iti harītakīlehaḥ |,"""One should cook haritaki, belleric myrobalan, and bel fruit with twenty portions of water, along with a handful each of chebulic myrobalan, pippali, dried ginger, liquorice, rock salt, and sugar, in the form of a decoction. To this, add equal parts of cured long pepper, dried ginger, and pippali rinds. This preparation, known as haritaki lehya, should be consumed by those suffering from indigestion, diarrhea, fever, skin diseases, various disorders, poison, or by those seeking longevity. It should be taken mixed with ghee, honey, and sugarcane juice, or curd, for the benefit of agni, reducing doshas binding the intestines, stomach, and channels, and for their purification.""",
839,śvāvidhaḥ sūcayo dagdhāḥ saghṛtakṣaudraśarkarāḥ |  śvāsakāsaharā barhipādau vā kṣaudrasarpiṣā ||170||,"""One should prepare a decoction by boiling Haritaki and Yava twenty-four times, adding to it a previously prepared decoction made from Kshaudra, and a mixture of powdered Barhi and Sarpiṣa.""",
840,eraṇḍapatrakṣāraṃ vā vyoṣatailaguḍānvitam |  lihyādetena vidhinā surasairaṇḍapatrajam ||171||,"""Let the oblation, prepared with mustard seeds and pungent taste, and accompanied by curd and ghee, be offered as a sacrificial fee to the lord of elephants in heaven, as prescribed by the rule.""",
841,drākṣāpadmakavārtākapippalīḥ kṣaudrasarpiṣā |  lihyāttryūṣaṇacūrṇaṃ vā purāṇaguḍasarpiṣā ||172||,"Prepared with rice flour, Drākṣā fruit leaves, rock salt, and sesame oil, or alternatively, with aged ghee, this should be consumed as a remedy for eye ailments.",
842,citrakaṃ triphalājājī karkaṭākhyā kaṭutrikam |  drākṣāṃ ca kṣaudrasarpirbhyāṃ lihyādadyādguḍena vā ||173||,"Should Citraka, adorned with the three kinds of fruits, either mix powder made from the old Karkataka or, after crushing licorice and barley, add sugar or ghee to it instead.",
843,padmakaṃ triphalāṃ vyoṣaṃ viḍaṅgaṃ suradāru ca |  balāṃ rāsnāṃ ca tulyāni sūkṣmacūrṇāni kārayet ||174||  sarvairebhiḥ samaṃ cūrṇaiḥ pṛthak kṣaudraṃ ghṛtaṃ sitām |  vimathya lehayellehaṃ sarvakāsaharaṃ śivam ||175||  jīvantīṃ madhukaṃ pāṭhāṃ tvakkṣīrīṃ triphalāṃ śaṭīm |  mustaile padmakaṃ drākṣāṃ dve bṛhatyau vitunnakam ||176|| sārivāṃ pauṣkaraṃ mūlaṃ karkaṭākhyāṃ rasāñjanam |  punarnavāṃ loharajastrāyamāṇāṃ yavānikām ||177||  bhārgīṃ tāmalakīmṛddhiṃ viḍaṅgaṃ dhanvayāsakam |  kṣāracitrakacavyāmlavetasavyoṣadāru ca ||178||,"Prepare today a mixture of specified fruits and herbs: three fruits including citraka, triphala, and ājāja; two types of sharp and pungent karkaṭa-akhyā herbs; drākṣā; sarpirbhyām; and sweetened with sugar.",
844,cūrṇīkṛtya samāṃśāni lehayet kṣaudrasarpiṣā |  cūrṇātpāṇitalaṃ pañca kāsānetad vyapohati ||179||  iti padmakādilehaḥ |,"Having reduced the eight *padmakam*'s* petal-like sections into fine powder, one should cause it to be evenly mixed with cow's ghee, refined sugar, and liquified jaggery, using the powder derived from it. This mixture, when consumed, eliminates impurities in the body, nourishes all tissues, is sweet, agreeable, life-giving, and rejuvenating. It also enhances appetite, improves digestion, and eliminates toxins, while promoting strength, complexion, and intellect.

*Referring to a lotus-like object, possibly a plant or a symbolic representation.",
845,lihyānmaricacūrṇaṃ vā saghṛtakṣaudraśarkaram |  badarīpatrakalkaṃ vā ghṛtabhṛṣṭaṃ sasaindhavam ||180||,"Should one expertly squeeze out the curds mixed with turmeric and water, or should they crush tulasi leaves on a badari patra, along with rock salt and saunf, and then mix it all with ghee?",
846,svarabhede ca kāse ca lehametaṃ prayojayet |  patrakalkaṃ ghṛtairbhṛṣṭaṃ tilvakasya saśarkaram ||181||  peyā cotkārikā ccharditṛṭkāsāmātisāranut |  gaurasarṣapagaṇḍīraviḍaṅgavyoṣacitrakān |  sābhayān sādhayettoye yavāgūṃ tena cāmbhasā ||182||  sasarpirlavaṇāṃ kāse hikkāśvāse sapīnase |  pāṇḍvāmaye kṣaye śothe karṇaśūle ca dāpayet ||183||,"In the event that pepper is identified as the root cause of an ailment, one should consume a paste prepared from roasted barley flour, rock salt, and a hint of long pepper, combined with honey and ghee. Additionally, one should take in a mixture of licorice, black salt, and roasted cumin powder in hot water. Furthermore, for alleviating ear swelling, apply a paste consisting of roasted barley flour, licorice, rock salt, and boiled banyan tree bark juice.",
847,kaṇṭakārīrase siddho mudgayūṣaḥ susaṃskṛtaḥ |  sagaurāmalakaḥ sāmlaḥ sarvakāsabhiṣagjitam ||184||  vātaghnauṣadhaniṣkvāthaṃ kṣīraṃ yūṣān rasānapi |  vaiṣkirapratudān bailān dāpayet kṣayakāsine ||185||  kṣatakāse ca ye dhūmāḥ sānupānā nidarśitāḥ |  kṣayakāse'pi tāneva yathāvasthaṃ prayojayet ||186||,"For individuals with equal taste, one should mix lemon juice, ghee clarified from curdled milk, and a bit of sugar into buttermilk; this should be given to those suffering from biliousness, flatulence, or fever. Likewise, one should apply clarified butter to the ears and chest in cases of excessive earwax or blockages.",
848,dīpanaṃ bṛṃhaṇaṃ caiva srotasāṃ ca viśodhanam |  vyatyāsātkṣayakāsibhyo balyaṃ sarvaṃ hitaṃ bhavet ||187||,"The stimulator and enhancer of [the senses'] functioning, as well as the cleansing agent for the channels, should become, in a beneficial way, increasingly potent for all—both mild and strong—overcoming the causes of ailments such as indigestion, mudga, etc., by being pure, free from impurities, and having a slightly sour taste. It is also beneficial to give out juices, even bitter ones, and administer smoke-emitting medicinal substances according to the condition of those who are sick.",
849,sannipātabhavo'pyeṣa kṣayakāsaḥ sudāruṇaḥ |  sannipātahitaṃ tasmāt sadā kāryaṃ bhiṣagjitam ||188||  doṣānubalayogācca haredrogabalābalam |  kāseṣveṣu garīyāṃsaṃ jānīyāduttarottaram ||189|| bhojyaṃ pānāni sarpīṃṣi lehāśca saha pānakaiḥ |  kṣīraṃ sarpirguḍā dhūmāḥ kāsabhaiṣajyasaṅgrahaḥ ||190||,"This sannipāta brings about illumination, expansion, and purification of the channels. It also reduces the harmful effects caused by poisonous substances. One should always seek to understand the most excellent remedy for dosas, along with appropriate consumption of food, drinks, and other items like ghee, rice, smoke, and kāsabha medicines. This knowledge and appropriate consumption should be undertaken in certain cases.",
850,tatra ślokaḥ  saṅkhyā nimittaṃ rūpāṇi sādhyāsādhyatvameva ca |  kāsānāṃ bheṣajaṃ proktaṃ garīyastvaṃ ca kāsinaḥ ||191||,"In this context, the verse states that the means of determining the manifestation of various entities, their accomplished and unaccomplished nature, and the most effective cure for what ails them, is through the power of yoga and the elimination of faults. This indeed is referred to as the highest form of knowledge, along with nourishing food and drinks enhanced with ghee, sugar, smoke, and medicinal herbs.",
851,ityagniveśakṛte tantre carakapratisaṃskṛte'prāpte dṛḍhabalasampūrite  cikitsāsthāne kāsacikitsitaṃ nāmāṣṭādaśo'dhyāyaḥ ||18||,"In the eighteenth chapter, named ""The Treatment,"" of Caraka's well-known text, when discussing the situation where treatment that is firm and robust has been established, what should be administered as the respective remedy for those eighteen described conditions?",
852,athāto'bhayāmalakīyaṃ rasāyanapādaṃ vyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||,"After completing the preliminary rites of Agni, we, Bhagavan Atreya and colleagues, will explain this chapter on remedies from the Caraka Tantra, previously untaught, now ready for instruction, and located in the section titled ""Kasa Cikitsitam"" consisting of eighteen parts.",
853,cikitsitaṃ vyādhiharaṃ pathyaṃ sādhanamauṣadham|  prāyaścittaṃ praśamanaṃprakṛtisthāpanaṃ hitam||3||  vidyādbheṣajanāmāni...|4|,"Then Bhagavan Atreya began to explain, ""Fear not, the appropriate diet, therapeutic treatment, and medicine form the remedy for a disease, along with expiation, tranquilizer, and restoration of the natural state, all of which are beneficial. The names of knowledge and medicine""..",
854,bheṣajaṃ dvividhaṃ ca tat|  svasthasyorjaskaraṃ kiñcit kiñcidārtasya roganut||4||,"Therapy is twofold: for a healthy person, it is a measure to strengthen their vitality, while for a suffering person, it is a remedy for their affliction.",
855,abheṣajaṃ ca dvividhaṃ bādhanaṃ sānubādhanam||,"The healing is twofold : one that strengthens , applicable to a healthy person; and the other that alleviates the suffering of a distressed person afflicted with disease.",
856,svasthasyorjaskaraṃ yattu tadvṛṣyaṃ tadrasāyanam||5|| prāyaḥ prāyeṇa rogāṇāṃ dvitīyaṃ praśamematam|  prāyaḥśabdoviśeṣārtho hyubhayaṃ hyubhayārthakṛt||6||,"The two means of achieving well-being, namely medical treatment and spiritual practices, are indeed primarily what is most conducive to alleviating afflictions.",
857,dīrghamāyuḥ smṛtiṃ medhāmārogyaṃ taruṇaṃvayaḥ|  prabhāvarṇasvaraudāryaṃ dehendriyabalaṃ param||7||  vāksiddhiṃ praṇatiṃkāntiṃ labhate nā rasāyanāt|  lābhopāyo hi śastānāṃ rasādīnāṃ rasāyanam||8||,"For a healthy person, longevity, memory, intellect, and youthfulness; complexion, luster, voice, dignity, and physical strength are, in general, the culminating results of excellent merits; not through medicine but due to their inherent nature do riches and other benefits derived from sense objects accrue to those who are skilled in their use.",
858,apatyasantānakaraṃ yat sadyaḥ sampraharṣaṇam|  vājīvātibalo yenayātyapratihataḥ striyaḥ||9||  bhavatyatipriyaḥ strīṇāṃ yena yenopacīyate|  jīryato'pyakṣayaṃ śukraṃ phalavadyena dṛśyate||10||  prabhūtaśākhaḥ śākhīva yena caityo yathā mahān|  bhavatyarcyobahumataḥ prajānāṃ subahuprajaḥ||11||  santānamūlaṃ yeneha pretya cānantyamaśnute|  yaśaḥ śriyaṃ balaṃ puṣṭiṃ vājīkaraṇameva tat||12||,"Through one's own meritorious deeds, the gainers of longevity, good memory, intelligence, strength, and freedom from debts reside in heaven. Such results are attained through generosity, a healthy body, strong sense organs, and supreme speech. The taste of legitimately earned wealth serves as the elixir for those who are downtrodden.",
859,svasthasyorjaskaraṃ tvetaddvividhaṃ proktamauṣadham|  yadvyādhinirghātakaraṃ vakṣyate taccikitsite||13||  cikitsitārtha etāvān vikārāṇāṃ yadauṣadham|  rasāyanavidhiścāgre vājīkaraṇameva ca||14||,"The means of preserving one's own offspring are twofold, as declared here: the remedy preventing untimely death and promoting joy is referred to as the one that remedies afflictions. The medicine that fulfills the purpose of treatment is described as the one that enhances semen, making it inexhaustible and conspicuous in large quantities, similar to a tree's widespread branches. One who uses such a remedy becomes highly respected, gaining fame, prosperity, strength, and nourishment, comparable to an unfailing bull.",
860,abheṣajamiti jñeyaṃ viparītaṃ yadauṣadhāt|  tadasevyaṃ niṣevyaṃ tu pravakṣyāmi yadauṣadham||15||,"The antidote must be known as that which is opposite to poison; I will explain what it is and how it should be used as a remedy and a tonic, for it increases strength and stimulates vigor.",
861,rasāyanānāṃ dvividhaṃ prayogamṛṣayo viduḥ|  kuṭīprāveśikaṃ caiva vātātapikameva ca||16||,"The sages know the twofold application of remedies in their dual nature, namely internal (through entry into the body's cavities) and external (through exposure to wind and sun). Indeed, they are well-versed in how to utilize and apply these remedies.",
862,kuṭīprāveśikasyādau vidhiḥ samupadekṣyate|  nṛpavaidyadvijātīnāṃ sādhūnāṃpuṇyakarmaṇām||17||  nivāse nirbhaye śaste prāpyopakaraṇe pure|  diśi pūrvottarasyāṃ ca subhūmau kārayet kuṭīm||18||,"In the beginning, a rule is established for the virtuous and meritorious members of the twice-born, physician, and brahmin classes, that they should construct a hut in a secluded and secure location, on level ground in the northeastern direction, using materials from rasayana plants, at the start of their spiritual journey.",
863,vistārotsedhasampannāṃ trigarbhāṃ sūkṣmalocanām|  ghanabhittimṛtusukhāṃ suspaṣṭāṃ manasaḥ priyām||19||  śabdādīnāmaśastānāmagamyaṃ strīvivarjitām|  iṣṭopakaraṇopetāṃ sajjavaidyauṣadhadvijām||20||,"The king should have a hermitage constructed for the tranquil sage of the physician caste, possessing fine vision and subtle intellect, who is established in the primary duty of treating people with medicines, and who is pure, virtuous, and detached. She has realized the meaning of names and sounds, and is devoid of femininity, having attained a state free from such attributes. She is endowed with all necessary tools and resources, and should be accommodated in a clean, auspicious location to the east or north of the city. (19-20)",
864,athodagayane śukle tithinakṣatrapūjite|  muhūrtakaraṇopete praśastekṛtavāpanaḥ||21||  dhṛtismṛtibalaṃ kṛtvā śraddadhānaḥ samāhitaḥ|  vidhūya mānasān doṣān maitrīṃ bhūteṣu cintayan||22||,"Endowed with excellent expansiveness in this bright phase of the moon, having thoroughly refined the three gross and subtle senses, with a clear and sharp intellect, fond of solitude, and devoid of attachment to sound and other objects, equipped with necessary instruments, accompanied by a celibate doctor and medicinal herbs, a twice-born (learned person),

You should perform the ablution, establishing yourself in steadfastness, mindfulness, strength, and faith, contemplating on friendship towards all beings after abandoning mental impurities.",
865,devatāḥpūjayitvā'gre dvijātīṃśca pradakṣiṇam|  devagobrāhmaṇān kṛtvā tatastāṃ praviśetkuṭīm||23||  tasyāṃ saṃśodhanaiḥ śuddhaḥ sukhī jātabalaḥ punaḥ|  rasāyanaṃ prayuñjīta tatpravakṣyāmiśodhanam||24||,"Having worshiped the deities and, after properly performing the ritual on an auspicious day during a suitable lunar constellation in a consecrated location and time, with a focused mind, devoid of impurities, and filled with faith, one should perform purification measures. I shall explain the means of purification through this ritual. Then, having become pure and happy, he can be reborn in that dwelling.",
866,harītakīnāṃ cūrṇāni saindhavāmalake guḍam|  vacāṃ viḍaṅgaṃ rajanīṃ pippalīṃ viśvabheṣajam||25||  pibeduṣṇāmbunā jantuḥsnehasvedopapāditaḥ|  tena śuddhaśarīrāya kṛtasaṃsarjanāya ca||26||  trirātraṃ yāvakaṃ dadyāt pañcāhaṃvā'pi sarpiṣā|  saptāhaṃ vā purāṇasya yāvacchuddhestu varcasaḥ||27||,"Having worshiped the deities, after making offerings to brahmins and a cow, one should circle around and then enter the house. Once the house has been purified using various methods, becoming pure, happy, and strong, one may utilize the rejuvenating properties. I will now describe the means of purification.",
867,śuddhakoṣṭhaṃ tu taṃ jñātvā rasāyanamupācaret|  vayaḥprakṛtisātmyajño yaugikaṃ yasya yadbhavet||28||,"Having known 'that' to be the purest form of the mixture of powdered haritaki, salt, amalaka, guda, vidanga, rajani, pippalii, and vaaca, which serves as a universal remedy, 'one' should consume it along with warm water, referred to as ushna ambu. This practice, when followed for three consecutive nights while being accompanied by cow's ghee, results in the enhancement of tejas' purity until the completion of purana shuddhi.",
868,harītakīṃ pañcarasāmuṣṇāmalavaṇāṃ śivām|  doṣānulomanīṃ laghvīṃvidyāddīpanapācanīm||29||  āyuṣyāṃ pauṣṭikīṃ dhanyāṃ vayasaḥ sthāpanīṃ parām|  sarvarogapraśamanīṃbuddhīndriyabalapradām||30||,"Recognizing the pure qualities of Haritaki, a wise person should use it as a rejuvenative, having five tastes, which is soothing, not heavy, enlightening understanding and enhancing strength, known to alleviate all ailments, promoting longevity, nourishment, and intelligence.",
869,kuṣṭhaṃ gulmamudāvartaṃ śoṣaṃ pāṇḍvāmayaṃmadam|  arśāṃsi grahaṇīdoṣaṃ purāṇaṃ viṣamajvaram||31||  hṛdrogaṃ saśirorogamatīsāramarocakam|  kāsaṃ pramehamānāhaṃ plīhānamudaraṃ navam||32||  kaphaprasekaṃ vaisvaryaṃ vaivarṇyaṃ kāmalāṃ krimīn|  śvayathuṃ tamakaṃ chardiṃ klaibyamaṅgāvasādanam||33||,"Haritaki, when made into a decoction with five ingredients, namely, panca rasas, uṣṇa, alavaṇa, śivā, and doṣanulomani, which are light to digest and enhance the digestive fire, it increases lifespan, nourishes, benefits old age, and strengthens the mind, senses, and body. It alleviates all diseases and is known as sarva-rogahara, the cure for all ailments. Specifically, it can treat kusṭha, gulma, udāvarta, śoṣa, pāṇḍu, arśāṃsi, grahaṇīdosa, purāṇa, viṣama jvara, hṛtroga, saśiroroga, atīsāra, measles (kāsa), prameha, mānāha, plīhana, udara, kaphapraśeka, vaivarṇya, kāmalā, kṛmī, śvayathu, tamaka, chardi, and klama, as mentioned in the verse.",
870,srotovibandhān vividhān pralepaṃ hṛdayorasoḥ|  smṛtibuddhipramohaṃ ca jayecchīghraṃ harītakī||34||  (ajīrṇino rūkṣabhujaḥ strīmadyaviṣakarśitāḥ|  severannābhayāmete kṣuttṛṣṇoṣṇārditāścaye)||35||  tān guṇāṃstāni karmāṇi vidyādāmalakīṣvapi|  yānyuktāni harītakyā vīryasya tu viparyayaḥ||36||,"I wish to quickly overcome various blockages of the channels, such as indigestion, emaciation, and others, along with conditions like heart disease, head diseases, tuberculosis, diabetes, jaundice, leprosy, vitiligo, chronic fever, seminal debility, old age, and debility due to imbalance, by the power of Haritaki. Learn about these qualities and actions associated with Haritaki, as well as those spoken of in relation to Haritaki in various scriptures, for they are the opposite of weakness.",
871,ataścāmṛtakalpāni vidyāt karmabhirīdṛśaiḥ|  harītakīnāṃ śasyāni bhiṣagāmalakasya ca||37||,"Then, one should understand the qualities of those deathless states that can be attained through such fitting actions , regarding the therapeutic application of both Haritaki herbs and the Āmalaki fruit .",
872,oṣadhīnāṃ parā bhūmirhimavāñ śailasattamaḥ|  tasmātphalāni tajjāni grāhayetkālajāni tu||38||  āpūrṇarasavīryāṇi kāle kāle yathāvidhi|  ādityapavanacchāyāsalilaprīṇitāni ca||39||  yānyajagdhānyapūtīni nirvraṇānyagadāni ca|  teṣāṃ prayogaṃ vakṣyāmi phalānāṃ karma cottamam||40||,"Therefore, one should gather the fruits of those elixir-like plants, which are produced at the right time, as prescribed by the scriptures, including Haritaki and Amlaka, which are well-known to the wise physician, being always fresh, pure, clean, and unbroken. I will describe their usage, as well as the most excellent result of their effects.",
873,pañcānāṃ pañcamūlānāṃ bhāgān daśapalonmitān|  harītakīsahasraṃ ca triguṇāmalakaṃ navam||41||,"Of the five major therapeutic plants, one should gather during appropriate seasons the ripe fruits of haritaki by the hundred, fresh leaves of amalaki by nine, endowed with full potency and nourished by sun, wind, shade, and water. Additionally, consider their uses for purification, cleansing, and healing, which are regarded as the best applications of these plants.",
874,vidārigandhāṃ bṛhatīṃ pṛśniparṇīṃ nidigdhikām|  vidyādvidārigandhādyaṃ śvadaṃṣṭrāpañcamaṃ gaṇam||42||  bilvāgnimanthaśyonākaṃ kāśmaryamatha pāṭalām|  punarnavāṃ śūrpaparṇyau balāmeraṇḍameva ca||43||  jīvakarṣabhakau medāṃ jīvantīṃ saśatāvarīm|  śarekṣudarbhakāśānāṃ śālīnāṃ mūlameva ca||44||  ityeṣāṃ pañcamūlānāṃ pañcānāmupakalpayet|  bhāgān yathoktāṃstatsarvaṃ sādhyaṃ daśaguṇe'mbhasi||45||,"Of the five roots, one should assign a fifteenth portion to each of the following divisions, as detailed: the previous five, characterized by fragrance, large, falling leaves, and thoroughly concealed; the six, consisting of gandha, beginning with śva and daṃṣṭra; bilva, agni, mantha, śyonāka, aśmarī; two, punaḥnavā, śūrpa, parṇyau; jīvakarṣabhakau, medā, jīvantī, saśatāvarī; śara, ikṣu, darbhakāśānām, śālīnām, mūlam; these constitute the five parts, which should be distributed in accordance with what has been stated, making a total of fifty parts in the water.",
875,daśabhāgāvaśeṣaṃ tu pūtaṃ taṃ grāhayedrasam|  harītakīśca tāḥ sarvāḥ sarvāṇyāmalakāni ca||46||  tāni sarvāṇyanasthīni phalānyāpothya kūrcanaiḥ|  vinīya tasminniryūhe cūrṇānīmānidāpayet||47||  maṇḍūkaparṇyāḥ pippalyāḥ śaṅkhapuṣpyāḥ plavasyaca|  mustānāṃ saviḍaṅgānāṃ candanāguruṇostathā||48||  madhukasya haridrāyā vacāyāḥ kanakasya ca|  bhāgāṃścatuṣpalān kṛtvā sūkṣmailāyāstvacastathā||49||  sitopalāsahasraṃ ca cūrṇitaṃtulayā'dhikam|  tailasya dvyāḍhakaṃ tatra dadyāttrīṇi ca sarpiṣaḥ||50||,"One should take the residual portion of the decasperma fruit, which is divided, swollen, and has a large pepal leaf, and is pure. Also, gather all types of amla fruits growing on trees, including haritaki, belleric myrobalan, beleric myrobalan, chebulic myrobalan, and chebulic myrobalan. Thoroughly cleanse all these fruits, then dry and grind them into a powder. To this, add one-eighth of the powder's weight in sesame oil and three times its weight in ghee.

The five ingredients to be used are: madhuca juice, haridra, vidanga, musta, and kustha. Each should be reduced to a fine powder and then combined in specified proportions. After carefully sieving the mixture, use it according to established principles for preparing medicinal compounds.",
